Geographic Area,Student Subgroup,Scenario (Percent of dropouts who graduate),Combined increased annual earnings ($),Increased Investment ($),Increased Spending ($),Increased state tax revenue ($),Increased Value of Home Sales ($),Increased Value of Vehicle Sales ($),New Jobs Created,Growth in GDP ($)
"Richmond, VA ",Black,100%,36563928.56,9998857.62,26565070.94,3544104.29,112489040.2,2604542.12,281.529523,48018001.71
"Richmond, VA ","White, Non-Hispanic",100%,30055638.12,9326962.06,20728676.07,2911642.81,97865292.12,1691508.76,226.7907774,39335407.97
"Richmond, VA ",All Students,100%,67474663.19,18407117.69,49067545.51,6352045.67,188465762.2,4503710.33,519.717956,88617343.83
"Riverside-San Bernardino-Ontario, CA",American Indian or Alaska Native,100%,3974708.58,1151539.29,2823169.29,490675.48,13604002.44,358509.2,34.80405438,5399388.95
"Riverside-San Bernardino-Ontario, CA",Asian/Pacific Islander,100%,10518181.04,3226614.97,7291566.08,1299946.84,37773120.61,826717.5,91.2113426,14266236.41
"Riverside-San Bernardino-Ontario, CA",Hispanic,100%,181292947.4,49826693.57,131466253.8,22596892.85,619835133.3,16951180.87,1600.852281,246606471.2
"Riverside-San Bernardino-Ontario, CA",Black,100%,39067843.04,11162494.87,27905348.17,4842247.13,134419511.4,3677344.56,342.8674873,53090371.86
"Riverside-San Bernardino-Ontario, CA","White, Non-Hispanic",100%,84497846.98,26199256.17,58298590.82,10449077.71,306599099.2,6550247.18,731.3660162,114573661.1
"Riverside-San Bernardino-Ontario, CA",All Students,100%,368947348.7,101685898.2,267261450.5,45125167.7,1170124863,33001645.03,3256.467565,501831279.2
"Roanoke, VA",American Indian or Alaska Native,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Roanoke, VA",Asian/Pacific Islander,100%,239332.66,65833.99,173498.67,22171.27,718035.82,19674.51,1.970362926,311072.64
"Roanoke, VA",Hispanic,100%,643157.96,169347.09,473810.87,59170.43,1840045.14,59445.35,5.32339223,836725.1
"Roanoke, VA",Black,100%,4585544.31,1143622.43,3441921.88,434029.5,14137334.9,438879.54,38.19403463,5972203.25
"Roanoke, VA","White, Non-Hispanic",100%,11234178.71,3197225.2,8036953.52,1044560.96,34748681.07,882380.5,92.08592523,14590589.83
"Roanoke, VA",All Students,100%,14590917.53,3603159.57,10987757.95,1343808.07,40553285.1,1357806.01,121.6654935,19006869.64
"Rochester, MN",American Indian or Alaska Native,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rochester, MN",Asian/Pacific Islander,100%,782594.23,231190.03,551404.19,89030.36,2268116.77,52445.55,4.977392854,975501.36
"Rochester, MN",Hispanic,100%,1022276.37,258459.78,763816.59,118363.53,2869419.85,77014.21,6.620169818,1276097.68
"Rochester, MN",Black,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rochester, MN","White, Non-Hispanic",100%,7452031.5,2155408.68,5296622.82,873191.04,23839187.68,480673.52,47.52096991,9290873.34
"Rochester, MN",All Students,100%,9868438.32,2510349.22,7358089.1,1141403.95,27684360.96,756333.22,63.86542547,12318030.11
"Rochester, NY ",American Indian or Alaska Native,100%,315930.91,83459.52,232471.4,52366.37,726563.91,23591.49,2.75585668,422890.18
"Rochester, NY ",Asian/Pacific Islander,100%,1162859.29,339875.21,822984.08,186485.66,2544412.47,72993.52,9.973488127,1552546.52
"Rochester, NY ",Hispanic,100%,5599855.77,1438482.79,4161372.98,886182.58,11241625.09,422853.88,49.05990511,7500701.89
"Rochester, NY ",Black,100%,12188065.11,3124397.8,9063667.32,1938201.65,24788745.93,950305.99,106.8122939,16326039.93
"Rochester, NY ","White, Non-Hispanic",100%,26024509.03,7604208.78,18420300.25,4225508.52,58814531.35,1625356.84,223.2152596,34745873.93
"Rochester, NY ",All Students,100%,38524134.83,9858678.59,28665456.23,6124332.11,78232171.77,2850823.22,337.7013466,51605553.78
"Rockford, IL",American Indian or Alaska Native,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rockford, IL",Asian/Pacific Islander,100%,392431.36,110256.55,282174.81,53819.86,1163136.35,35901.56,3.015339311,503341.55
"Rockford, IL",Hispanic,100%,4955745.14,1291952.66,3663792.48,659083.83,13597624.77,530071.88,38.51853567,6364053.76
"Rockford, IL",Black,100%,7471473.9,1915127.33,5556346.57,1056968.49,22989791,838340.49,58.21518284,9597200.4
"Rockford, IL","White, Non-Hispanic",100%,13135415.7,3823303,9312112.69,1796882,39083953.83,1193259.35,100.3471938,16837602.2
"Rockford, IL",All Students,100%,23715873.47,6020802.37,17695071.1,3147559.11,64396339.79,2482439.83,185.0409017,30467793.82
"Sacramento--Arden-Arcade--Roseville, CA",American Indian or Alaska Native,100%,2686855.69,768930.39,1917925.3,326618.12,9114208.76,156361.48,19.40804283,3570082.96
"Sacramento--Arden-Arcade--Roseville, CA",Asian/Pacific Islander,100%,9938413.36,2959023.14,6979390.22,1203576.87,34283540.39,534581.56,71.30208931,13192009.09
"Sacramento--Arden-Arcade--Roseville, CA",Hispanic,100%,30093595.75,8291138.91,21802456.84,3681811.61,101745240.3,1775185.7,218.7360129,40023410.39
"Sacramento--Arden-Arcade--Roseville, CA",Black,100%,16827011.52,4732416.89,12094594.63,2043778.89,56082097.67,1022427.53,121.8993267,22368100.16
"Sacramento--Arden-Arcade--Roseville, CA","White, Non-Hispanic",100%,50301175.4,15639264.96,34661910.45,6104536.14,181357306.8,2507676.82,358.0731804,66691361.07
"Sacramento--Arden-Arcade--Roseville, CA",All Students,100%,146533399.2,40499387.82,106034011.4,17588201.23,457263136.8,8494593.5,1064.540542,194869325.4
"Saginaw-Saginaw Township North, MI",American Indian or Alaska Native,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Saginaw-Saginaw Township North, MI",Asian/Pacific Islander,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Saginaw-Saginaw Township North, MI",Hispanic,100%,2154015.17,491116.26,1662898.9,214169.81,5610411.93,190843.81,17.32989316,2736305.97
"Saginaw-Saginaw Township North, MI",Black,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Saginaw-Saginaw Township North, MI","White, Non-Hispanic",100%,4454721.51,1166738.65,3287982.86,461901.33,13768158.21,331597.77,35.27665836,5648766.31
"Saginaw-Saginaw Township North, MI",All Students,100%,12405669.07,2751647.21,9654021.86,1238843.52,32370814.11,1087196.48,100.0950314,15764454.73
"St. Joseph, MO",American Indian or Alaska Native,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"St. Joseph, MO",Asian/Pacific Islander,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"St. Joseph, MO",Hispanic,100%,129073.14,29903.6,99169.54,9783.83,230126.29,11661.97,0.978666195,161822.34
"St. Joseph, MO",Black,100%,173279.57,41051.14,132228.43,13114.57,312155.33,16169.03,1.310537336,217199.56
"St. Joseph, MO","White, Non-Hispanic",100%,2318965.73,625385.78,1693579.94,176325.97,4797089.16,179153.05,17.26061974,2902917.28
"St. Joseph, MO",All Students,100%,2228571.56,516002.13,1712569.43,170740.09,4224477.57,203855.93,16.89875269,2794033.72
"St. Louis, MO-IL",American Indian or Alaska Native,100%,486989.28,133388.33,353600.96,49472.39,1043833.24,33649.95,4.260932825,666787.6
"St. Louis, MO-IL",Asian/Pacific Islander,100%,1632172.07,493202.45,1138969.62,163653.24,3589206.84,90589.04,14.02314176,2226995.29
"St. Louis, MO-IL",Hispanic,100%,2789280.11,760608.06,2028672.05,277490.88,5501259.23,186853.94,24.42383065,3819664.2
"St. Louis, MO-IL",Black,100%,60656729.53,16055343.32,44601386.21,6050330.89,118150405.9,4471130.63,533.8381451,83145651.35
"St. Louis, MO-IL","White, Non-Hispanic",100%,65391900.74,19493514.71,45898386.02,6670893.46,151227806.1,3879971.49,563.3147644,89268009.51
"St. Louis, MO-IL",All Students,100%,111140324.2,29093407.41,82046916.82,11060982.2,212713698,7564720.59,979.9546438,152401128.6
"Salem, OR",American Indian or Alaska Native,100%,270009.25,68302.8,201706.45,22670.59,801285.09,29470.04,2.158820575,348451.29
"Salem, OR",Asian/Pacific Islander,100%,297883.28,76913.68,220969.6,24776.82,864781.85,31281.64,2.37587383,384301.08
"Salem, OR",Hispanic,100%,4134996.07,969858.63,3165137.44,336229.36,11371734.47,470075.86,33.34440442,5342239.3
"Salem, OR",Black,100%,291314.9,73806.86,217508.04,24008.39,827478.32,33783.96,2.328740428,375937.61
"Salem, OR","White, Non-Hispanic",100%,7026107.07,1914479.58,5111627.49,603253.64,21944892.14,648325.88,55.66550095,9056571.54
"Salem, OR",All Students,100%,11519256.1,2728466.91,8790789.19,945963.19,32442613.67,1260508.69,92.79149338,14880304.62
"Salt Lake City, UT",American Indian or Alaska Native,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Salt Lake City, UT",Asian/Pacific Islander,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Salt Lake City, UT",Hispanic,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Salt Lake City, UT",Black,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Salt Lake City, UT","White, Non-Hispanic",100%,30478775.24,9074880.42,21403894.82,3194921.79,118588635.7,1891206.12,266.2478129,41589156.76
"Salt Lake City, UT",All Students,100%,48112132.48,12573339.18,35538793.3,5064906.9,175374775.9,3406592.44,429.1689546,65915229.71
"San Antonio, TX",American Indian or Alaska Native,100%,496496.52,128632.2,367864.32,43458.24,755852.9,31518.28,4.828062845,679996.75
"San Antonio, TX",Asian/Pacific Islander,100%,1048607.92,288725.88,759882.04,90310.66,1588812.03,59425.84,10.11310021,1433648.97
"San Antonio, TX",Hispanic,100%,90179239.12,21476476.44,68702762.68,8075363.2,139083259.1,6242595.01,886.2046797,123786824.4
"San Antonio, TX",Black,100%,12869039.24,3256372.34,9612666.9,1117511.29,18831660.17,871622.97,125.5241062,17636770.33
"San Antonio, TX","White, Non-Hispanic",100%,29890085.74,8360667.29,21529418.45,2580737.3,46133205.56,1663385.97,287.6268366,40846238.79
"San Antonio, TX",All Students,100%,133872217.5,31984861.3,101887356.2,11747179.25,194640837.2,8861808,1315.076801,183747951.3
"San Diego-Carlsbad-San Marcos, CA",American Indian or Alaska Native,100%,2505388.36,721943.12,1783445.24,298346.73,8506224.76,143563.2,17.10874055,3299019.68
"San Diego-Carlsbad-San Marcos, CA",Asian/Pacific Islander,100%,10963801.43,3307033.83,7656767.6,1307135.82,38955797.92,567453.65,74.3258018,14422305.25
"San Diego-Carlsbad-San Marcos, CA",Hispanic,100%,96842748.71,26803185.07,70039563.64,11618993.08,328267338.2,5712260.24,665.3742849,127627798.4
"San Diego-Carlsbad-San Marcos, CA",Black,100%,16074213.34,4540056.98,11534156.36,1925653.46,55070032.29,967606.06,110.1050641,21175048.51
"San Diego-Carlsbad-San Marcos, CA","White, Non-Hispanic",100%,50121624.69,15816231.41,34305393.28,5950632.89,182195712.1,2402687.93,337.2167705,65863882.99
"San Diego-Carlsbad-San Marcos, CA",All Students,100%,194129596.8,54304187.61,139825409.2,22970278.27,623543134.8,10964582.97,1331.684749,255784459.3
"San Francisco-Oakland-Fremont, CA",American Indian or Alaska Native,100%,2561410.91,779408.96,1782001.95,299311.66,9109483.73,134558.24,13.46409239,3293328.96
"San Francisco-Oakland-Fremont, CA",Asian/Pacific Islander,100%,30690203.41,9804608.54,20885594.87,3568647.8,112047199.9,1469260.78,159.9592033,39419535.24
"San Francisco-Oakland-Fremont, CA",Hispanic,100%,80061452.25,23312997.45,56748454.8,9456241.01,286635891.9,4424408.33,423.9152344,103029643.4
"San Francisco-Oakland-Fremont, CA",Black,100%,53052549.62,15699951.1,37352598.53,6267149.72,192957047.7,2953894.42,280.169672,68250588.63
"San Francisco-Oakland-Fremont, CA","White, Non-Hispanic",100%,52170490.69,17472669.76,34697820.93,6021184.13,193454804.6,2273561.58,269.5564172,66939792.92
"San Francisco-Oakland-Fremont, CA",All Students,100%,296039482.5,88176475.57,207863006.9,34859861.77,1067826519,15568658.64,1561.71399,380797085.4
"San Jose-Sunnyvale-Santa Clara, CA",American Indian or Alaska Native,100%,1003467.5,304779.28,698688.23,113453.96,3596940.9,54468.8,4.502417089,1272821.61
"San Jose-Sunnyvale-Santa Clara, CA",Asian/Pacific Islander,100%,14837446.41,4924852.96,9912593.46,1652786.32,54759895.05,686672.53,65.75320099,18793137.88
"San Jose-Sunnyvale-Santa Clara, CA",Hispanic,100%,46370043.34,13288242.78,33081800.56,5306370.89,165899232.6,2666841.93,209.6158684,58868240.32
"San Jose-Sunnyvale-Santa Clara, CA",Black,100%,4735173.87,1443170.06,3292003.81,535302.95,17029096.36,265545.29,21.23630292,6005883.73
"San Jose-Sunnyvale-Santa Clara, CA","White, Non-Hispanic",100%,23941875.28,8042174.78,15899700.51,2676366.43,91152757.79,1074279.64,105.9131013,30318663.32
"San Jose-Sunnyvale-Santa Clara, CA",All Students,100%,120724108.5,36318695.07,84405413.41,13583921.65,417532066.4,6457821.53,542.3551685,153151783.1
"San Louis Obispo-Paso Robles, CA",American Indian or Alaska Native,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"San Louis Obispo-Paso Robles, CA",Asian/Pacific Islander,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"San Louis Obispo-Paso Robles, CA",Hispanic,100%,2890263.31,791357.81,2098905.5,345486.25,9921570.48,300161.12,20.11429198,3677325.62
"San Louis Obispo-Paso Robles, CA",Black,100%,249650.13,66869.39,182780.74,29933.93,853003.85,27258.14,1.743351817,317721.63
"San Louis Obispo-Paso Robles, CA","White, Non-Hispanic",100%,3813707.99,1174571.3,2639136.69,451215.6,13891218.61,328038.78,26.01812543,4844512.38
"San Louis Obispo-Paso Robles, CA",All Students,100%,8145613.73,2220364.33,5925249.39,955810.2,25512385.55,817221.97,56.72775632,10364374.82
"Santa Barbara-Santa Maria-Goleta, CA",American Indian or Alaska Native,100%,267089.63,73489.75,193599.88,29789.58,869833.39,23949.84,1.696080141,341815.62
"Santa Barbara-Santa Maria-Goleta, CA",Asian/Pacific Islander,100%,974829.59,284837.71,689991.88,107184.67,3144238.9,81147.28,6.136312307,1246473.11
"Santa Barbara-Santa Maria-Goleta, CA",Hispanic,100%,15740560.53,4142245.66,11598314.88,1769615.3,50983723.65,1419437.8,100.5706327,20156854.42
"Santa Barbara-Santa Maria-Goleta, CA",Black,100%,595264.21,164010.37,431253.84,66322.36,1929452.07,57837.42,3.779336733,761791.77
"Santa Barbara-Santa Maria-Goleta, CA","White, Non-Hispanic",100%,7796990.55,2378181.99,5418808.56,864170.13,27839091.51,596034.62,48.75474876,9963103.13
"Santa Barbara-Santa Maria-Goleta, CA",All Students,100%,32271491.44,8575864.9,23695626.55,3602171.53,101140165,2921907.2,205.9197334,41320345.65
"Santa Cruz-Watsonville, CA",American Indian or Alaska Native,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Santa Cruz-Watsonville, CA",Asian/Pacific Islander,100%,449255.01,132029.9,317225.11,49920.25,1474670.65,38039.62,2.532443005,561017.05
"Santa Cruz-Watsonville, CA",Hispanic,100%,8131947.21,2116952.55,6014994.66,925440.45,26578151.74,770526.64,46.64395637,10165301.72
"Santa Cruz-Watsonville, CA",Black,100%,189602.2,52984.85,136617.35,21274.95,619153.23,19117.73,1.076849544,236873.73
"Santa Cruz-Watsonville, CA","White, Non-Hispanic",100%,3500864.43,1076924.09,2423940.34,390571.03,12425314.24,279433.15,19.59265418,4369957.65
"Santa Cruz-Watsonville, CA",All Students,100%,15608620.93,4227480.7,11381140.23,1754698.68,49651978.88,1459717.7,89.04554249,19505253.89
"Santa Rosa-Petaluma, CA",American Indian or Alaska Native,100%,846861.56,254384.67,592476.88,97824.86,3034400.81,70337.77,5.444519618,1091374.23
"Santa Rosa-Petaluma, CA",Asian/Pacific Islander,100%,739304.53,229229.82,510074.71,84718.04,2635446.53,56967.21,4.727298827,952222.38
"Santa Rosa-Petaluma, CA",Hispanic,100%,10132711.92,2932552.65,7200159.27,1177465.66,35985856.39,830489.66,65.54360306,13066702.65
"Santa Rosa-Petaluma, CA",Black,100%,840731.17,251647.49,589083.68,96779.97,2952046.7,74668.34,5.40832874,1083541.46
"Santa Rosa-Petaluma, CA","White, Non-Hispanic",100%,13569635.51,4405658.39,9163977.12,1560620.2,51609253.29,942326.44,86.05462664,17462689.82
"Santa Rosa-Petaluma, CA",All Students,100%,31129910.15,9042319.46,22087590.69,3592910.12,107349074.9,2542466.62,201.246055,40141290.19
"Savanna, GA",American Indian or Alaska Native,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Savanna, GA",Asian/Pacific Islander,100%,178237.79,49511.75,128726.05,15427.98,467852.38,20608.75,1.428470324,229619.85
"Savanna, GA",Hispanic,100%,602266.45,159268.72,442997.72,52722.96,1603874,81371.16,4.854730765,776541.6
"Savanna, GA",Black,100%,11968327.95,3054728.88,8913599.08,1034647.89,30385870.32,1767010.54,96.85732129,15440542.04
"Savanna, GA","White, Non-Hispanic",100%,6778271.56,1964742.6,4813528.96,573024.31,16906210.29,799408.7,54.03931203,8725625.68
"Savanna, GA",All Students,100%,20324401.13,5093201.65,15231199.47,1670018.18,43881882.99,2689207,164.8091516,26228541.11
"Scranton--Wilkes-Barre, PA ",American Indian or Alaska Native,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Scranton--Wilkes-Barre, PA ",Asian/Pacific Islander,100%,184081.17,50363.63,133717.54,19504.34,397320.46,13568.36,1.639045695,244433.73
"Scranton--Wilkes-Barre, PA ",Hispanic,100%,1358048.25,334646.8,1023401.46,146889.37,2957795.48,112198.77,12.26550932,1807663.57
"Scranton--Wilkes-Barre, PA ",Black,100%,1035266.04,249236.37,786029.67,112137.85,2238736.26,91872.88,9.377838351,1378711.18
"Scranton--Wilkes-Barre, PA ","White, Non-Hispanic",100%,8837039.13,2422717.63,6414321.5,977117.5,21717474.65,641197.57,78.66109044,11733750.8
"Scranton--Wilkes-Barre, PA ",All Students,100%,8992757.02,2131785.12,6860971.9,966304.35,18797806.33,776107.19,81.61590301,11979993.64
"Seattle-Tacoma-Bellevue, WA",American Indian or Alaska Native,100%,7608155.45,2227069.35,5381086.1,784649.91,27716977.01,482838.44,49.47825269,10079826.92
"Seattle-Tacoma-Bellevue, WA",Asian/Pacific Islander,100%,19253845.72,5851644.42,13402201.3,1965312.65,70003575.98,1095033.34,124.4464217,25484074.57
"Seattle-Tacoma-Bellevue, WA",Hispanic,100%,26939352.93,7777883.86,19161469.07,2728474.4,92934472.72,1674472.43,175.5789817,35703575.23
"Seattle-Tacoma-Bellevue, WA",Black,100%,30842660.95,8922900.23,21919760.72,3144318.97,108340583,2055214.39,200.9547683,40874676.09
"Seattle-Tacoma-Bellevue, WA","White, Non-Hispanic",100%,137729862.3,44102629.15,93627233.12,14428578.8,550464329.4,7247175.6,882.2258135,182039013.9
"Seattle-Tacoma-Bellevue, WA",All Students,100%,216725229.1,61918496.84,154806732.2,22077916.73,753846193.7,13247009.24,1414.848532,287307991.6
"Sebastian-Vero Beach, FL",American Indian or Alaska Native,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Sebastian-Vero Beach, FL",Asian/Pacific Islander,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Sebastian-Vero Beach, FL",Hispanic,100%,766724.4,192713.16,574011.24,54929.82,1734897.73,113348.28,4.323473225,932418.27
"Sebastian-Vero Beach, FL",Black,100%,1260680.42,309665.12,951015.29,90921.9,2867145.2,189428.74,7.116083743,1533163.18
"Sebastian-Vero Beach, FL","White, Non-Hispanic",100%,3880477.73,1102443.17,2778034.56,287631.8,10241297.82,424533.58,21.75367187,4718332.45
"Sebastian-Vero Beach, FL",All Students,100%,5798996.05,1437652.73,4361343.33,421990.16,13574052.55,741245.39,32.71991946,7052310.77
"Shreveport-Bossier City, LA",American Indian or Alaska Native,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Shreveport-Bossier City, LA",Asian/Pacific Islander,100%,155655.14,42196.61,113458.53,8686.62,297867.57,18729.72,1.236018026,199629.65
"Shreveport-Bossier City, LA",Hispanic,100%,361051.3,89300.55,271750.74,20561.93,709921.82,49178.45,2.89969468,463731.06
"Shreveport-Bossier City, LA",Black,100%,11150423.77,2668707.76,8481716.01,629319.74,19399880.45,1831376.02,89.89165805,14328557.43
"Shreveport-Bossier City, LA","White, Non-Hispanic",100%,7025258.62,1956916,5068342.62,398793.2,15850713.18,880037.38,55.58602044,9005834.3
"Shreveport-Bossier City, LA",All Students,100%,19747114.25,4706326.88,15040787.37,1113972.51,33993738.51,2769855.52,159.2715836,25377080.05
"Sioux City, IA",American Indian or Alaska Native,100%,377128.49,97115.44,280013.06,32456.79,770422.49,51911.59,3.018839376,481922.15
"Sioux City, IA",Asian/Pacific Islander,100%,129082.89,34897.79,94185.1,10917.56,256651.15,15292.81,1.027402402,164825.47
"Sioux City, IA",Hispanic,100%,1316849.03,330751.22,986097.81,112596.36,2612590.75,182704.28,10.57076201,1683400.45
"Sioux City, IA",Black,100%,254663.88,64360.48,190303.4,21929.4,516875.64,35710.02,2.042858849,325520.65
"Sioux City, IA","White, Non-Hispanic",100%,3129760.64,887058.53,2242702.11,273475.66,6945815.69,352022.67,24.7653239,3993268.31
"Sioux City, IA",All Students,100%,4635716.3,1143631.91,3492084.39,393112.77,8909319.5,599375.82,37.28585973,5927665.85
"Sioux Falls, SD",American Indian or Alaska Native,100%,675915.62,172225.67,503689.96,47472.39,1096389.94,52342.82,5.544661593,886612.55
"Sioux Falls, SD",Asian/Pacific Islander,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Sioux Falls, SD",Hispanic,100%,861867.6,221139.71,640727.89,60914.67,1427572.32,67079.85,7.063737497,1130363.94
"Sioux Falls, SD",Black,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Sioux Falls, SD","White, Non-Hispanic",100%,8389352.78,2396430.08,5992922.7,599326.03,15199651.52,549135.5,67.75193262,10976517.05
